IDENTIFIER,RESTAURANT_IDENTIFIER,DISHES_IDS,PAYMENT_METHOD,AMOUNT,CREATED_AT
4861,6,"[15, 27, 5, 14]",meal_ticket,41,2022-09-11 11:59:54
1448,4,"[18, 1, 18]",cash,18,2022-08-13 12:22:40
2277,4,"[9, 27]",meal_ticket,22,2022-08-20 13:56:43
127,1,"[1, 16]",cash,12,2022-08-02 07:00:23
1170,2,"[20, 20, 21]",card,21,2022-08-10 22:22:52
3391,2,[17],card,3,2022-08-29 20:47:28
2664,5,"[2, 2]",meal_ticket,16,2022-08-23 18:46:50
5574,1,"[9, 21]",cash,15,2022-09-17 12:40:36
2106,2,[12],cash,10,2022-08-18 21:49:31
6016,6,"[10, 25, 4]",cash,20,2022-09-20 23:25:40
599,7,[10],cash,7,2022-08-06 07:38:16
6931,3,"[22, 20]",cheque,22,2022-09-28 20:27:58
4967,2,"[21, 1, 11, 21]",cheque,22,2022-09-12 08:53:47
3042,4,[20],cheque,8,2022-08-26 21:39:39
2252,1,"[21, 18]",cash,11,2022-08-20 07:23:01
5106,7,"[27, 13, 1, 4]",cash,24,2022-09-13 12:25:51
4330,7,[19],card,7,2022-09-06 19:00:31
766,6,"[1, 10, 4, 2]",cheque,24,2022-08-07 16:44:15
1981,4,[29],card,9,2022-08-17 21:07:23
898,6,[17],meal_ticket,3,2022-08-08 18:18:24
452,6,"[13, 3]",cash,7,2022-08-04 21:41:31
3938,1,"[17, 12, 10]",cash,20,2022-09-03 14:46:14
423,3,"[17, 20, 2]",meal_ticket,19,2022-08-04 18:03:53
6498,1,"[1, 13]",cash,9,2022-09-25 06:15:32
6669,1,[4],cash,3,2022-09-26 17:16:03
6221,7,"[19, 10, 4]",cheque,17,2022-09-22 20:57:57
1552,5,[13],meal_ticket,3,2022-08-14 11:25:35
3669,3,"[3, 11, 16, 13]",meal_ticket,19,2022-09-01 08:24:50
4865,3,"[20, 20, 21]",cheque,21,2022-09-11 12:51:50
2975,6,[5],cash,12,2022-08-26 11:55:02
744,4,[7],meal_ticket,13,2022-08-07 13:47:44
5671,1,[21],cash,5,2022-09-18 06:09:01
553,4,"[3, 2, 13, 17]",cheque,18,2022-08-05 19:33:01
5384,3,[2],cash,8,2022-09-15 19:47:42
4382,1,"[1, 18, 17]",cash,15,2022-09-07 10:00:35
499,3,"[7, 22, 22, 18]",cheque,47,2022-08-05 12:54:22
5371,4,"[6, 28, 18]",meal_ticket,32,2022-09-15 17:10:41
6771,6,[17],cash,3,2022-09-27 14:52:17
2938,6,"[18, 17, 7, 20]",card,30,2022-08-25 22:15:59
4679,5,[19],meal_ticket,7,2022-09-09 19:53:21
4538,6,"[12, 20, 15, 28]",meal_ticket,42,2022-09-08 15:52:23
5415,4,"[22, 25, 20, 12]",cash,42,2022-09-15 22:07:14
5342,1,[19],cash,7,2022-09-15 12:50:41
252,7,"[10, 13, 18]",card,16,2022-08-03 10:31:36
371,5,"[16, 12, 24]",card,27,2022-08-04 11:19:30
6169,7,[20],cheque,8,2022-09-22 12:09:59
1956,6,"[2, 1]",cheque,14,2022-08-17 18:17:20
2253,6,[11],card,6,2022-08-20 08:23:32
5169,3,"[11, 10]",meal_ticket,13,2022-09-13 21:30:20
6660,6,"[11, 14, 9]",cheque,23,2022-09-26 14:23:14
5234,7,[15],card,10,2022-09-14 13:12:18
2855,7,"[14, 12, 16]",cash,23,2022-08-25 11:07:20
1465,2,"[19, 14, 20]",cheque,22,2022-08-13 14:57:32
2278,3,"[15, 13, 1, 21]",meal_ticket,24,2022-08-20 13:05:19
6985,5,"[11, 28]",cheque,20,2022-09-29 11:49:58
3493,7,"[18, 16, 4, 2]",cheque,23,2022-08-30 18:33:01
1390,4,"[27, 18, 9, 14]",meal_ticket,35,2022-08-12 21:53:04
6802,2,"[2, 4, 16]",cash,17,2022-09-27 19:50:09
2880,3,[26],cash,12,2022-08-25 14:35:29
5633,6,"[22, 28]",cash,28,2022-09-17 20:52:03
1983,6,[20],cash,8,2022-08-17 21:39:04
3193,3,"[1, 20]",cheque,14,2022-08-28 06:02:55
659,1,"[3, 4, 13, 13]",cash,13,2022-08-06 18:00:23
5176,6,"[29, 16, 20]",cash,23,2022-09-13 22:50:58
7036,7,[11],meal_ticket,6,2022-09-29 19:46:29
3032,6,[3],cash,4,2022-08-26 19:53:09
7149,4,"[2, 19, 3]",meal_ticket,19,2022-09-30 18:15:35
3771,1,"[17, 9]",cash,13,2022-09-01 23:01:32
4,3,"[13, 3]",cheque,7,2022-08-01 03:22:13
3829,3,[21],cheque,5,2022-09-02 15:32:51
6618,6,"[17, 4, 1]",cheque,12,2022-09-26 07:06:57
4549,4,"[13, 17, 17, 17]",cash,12,2022-09-08 18:00:14
139,4,[6],card,12,2022-08-02 11:28:15
3513,3,"[8, 17, 6]",cash,26,2022-08-30 20:46:17
3313,1,"[3, 10, 18, 2]",cash,25,2022-08-29 07:15:39
6450,4,"[13, 3, 4, 4]",card,13,2022-09-24 19:06:49
3179,6,[13],meal_ticket,3,2022-08-27 23:28:39
3389,6,"[9, 28, 4, 3]",card,31,2022-08-29 20:36:06
5638,2,"[10, 16, 11]",card,19,2022-09-17 21:13:26
5051,5,[11],cheque,6,2022-09-12 21:55:13
2922,2,"[29, 20, 21, 17]",cheque,25,2022-08-25 20:57:40
5244,5,"[25, 5, 28]",cash,36,2022-09-14 14:03:29
3125,3,"[11, 13, 3]",cash,13,2022-08-27 16:24:29
3475,1,"[4, 4, 18]",cash,12,2022-08-30 15:15:20
2879,5,"[6, 14, 17, 13]",meal_ticket,25,2022-08-25 14:53:15
332,1,[20],cash,8,2022-08-03 21:47:37
5095,5,"[16, 7, 29]",meal_ticket,28,2022-09-13 11:01:55
2364,6,[3],cheque,4,2022-08-21 03:29:40
4954,1,"[3, 4]",cash,7,2022-09-11 23:06:19
2742,4,"[26, 3, 20, 13]",cheque,27,2022-08-24 12:43:24
6984,5,[9],cash,10,2022-09-29 11:50:07
4032,2,"[8, 17, 3]",cheque,18,2022-09-04 11:58:59
4563,6,"[12, 2, 4]",card,21,2022-09-08 19:00:13
6739,7,"[11, 11, 4, 17]",cheque,18,2022-09-27 09:36:23
3136,4,"[13, 10, 17]",meal_ticket,13,2022-08-27 18:16:51
6439,7,"[3, 16, 17, 13]",meal_ticket,16,2022-09-24 18:18:10
3914,7,[21],cheque,5,2022-09-03 11:04:47
2054,7,[3],meal_ticket,4,2022-08-18 14:15:01
4628,6,"[8, 19, 14]",cash,25,2022-09-09 12:07:15
3075,4,"[11, 13]",meal_ticket,9,2022-08-27 06:04:25
1335,2,"[3, 14, 3, 12]",cash,25,2022-08-12 13:49:41
1902,6,"[17, 2, 21]",cash,16,2022-08-17 09:33:12
1461,7,"[14, 3]",meal_ticket,11,2022-08-13 14:15:54
3387,3,"[28, 20, 10, 3]",card,33,2022-08-29 20:10:23
6409,7,"[6, 20, 2]",cheque,28,2022-09-24 13:22:27
1657,4,"[2, 17]",meal_ticket,11,2022-08-15 04:56:27
2122,6,"[17, 17, 13, 2]",cash,17,2022-08-18 23:14:04
7193,6,[17],cash,3,2022-09-30 23:07:27
2543,7,"[17, 17, 3]",meal_ticket,10,2022-08-22 18:57:28
5037,1,"[21, 17, 13, 13]",cash,14,2022-09-12 19:44:58
4146,5,[17],cheque,3,2022-09-05 10:59:49
2999,1,"[19, 14]",cash,14,2022-08-26 14:09:09
6376,6,"[13, 3, 13, 2]",meal_ticket,18,2022-09-24 03:07:36
4999,4,[24],card,11,2022-09-12 13:35:42
4328,7,"[18, 3, 2]",cheque,18,2022-09-06 19:45:11
733,6,"[13, 1, 19, 23]",card,26,2022-08-07 11:18:13
4620,6,"[26, 7, 5]",cash,37,2022-09-09 11:58:41
5253,3,"[16, 18]",card,12,2022-09-14 17:30:16
7079,5,[2],card,8,2022-09-29 23:42:57
4507,1,"[16, 16, 3]",cash,16,2022-09-08 11:42:07
6698,1,"[16, 10]",cash,13,2022-09-26 20:20:13
213,2,"[2, 15, 4, 16]",card,27,2022-08-02 21:45:30
5759,6,"[18, 10, 8, 17]",card,27,2022-09-18 21:53:55
1883,5,"[2, 13]",cheque,11,2022-08-16 23:38:22
4735,7,"[21, 1, 3]",meal_ticket,15,2022-09-10 10:59:41
3076,5,[2],card,8,2022-08-27 06:04:50
6337,7,"[16, 17]",card,9,2022-09-23 20:10:46
693,4,"[20, 10, 14]",cash,22,2022-08-06 22:37:59
5533,1,"[14, 17]",cash,10,2022-09-16 22:18:28
2895,1,[1],cash,6,2022-08-25 17:18:38
1963,4,"[16, 13, 17, 14]",cash,19,2022-08-17 19:02:05
6701,2,"[26, 16, 26]",meal_ticket,30,2022-09-26 21:27:52
5351,2,[13],card,3,2022-09-15 13:21:14
3149,6,"[3, 13, 14, 2]",meal_ticket,22,2022-08-27 19:12:09
4830,1,[17],cash,3,2022-09-10 23:23:36
3421,3,"[20, 17]",card,11,2022-08-29 23:35:51
4075,6,[18],meal_ticket,6,2022-09-04 17:23:32
1875,3,[12],cheque,10,2022-08-16 22:34:05
6686,5,"[4, 19, 3, 17]",card,17,2022-09-26 19:31:48
2300,5,"[15, 13]",cash,13,2022-08-20 16:30:01
6970,3,"[21, 21, 10]",card,17,2022-09-29 06:43:59
5386,1,"[13, 17]",cash,6,2022-09-15 19:20:40
4764,6,"[6, 19]",meal_ticket,19,2022-09-10 14:28:33
76,1,[13],cash,3,2022-08-01 19:33:16
3627,1,"[16, 4]",cash,9,2022-08-31 20:39:46
1520,6,"[25, 11, 16, 22]",cheque,36,2022-08-13 22:59:38
3198,3,"[1, 3, 1, 4]",cash,19,2022-08-28 08:27:30
4681,4,[17],cheque,3,2022-09-09 19:28:01
5105,4,"[2, 14]",cheque,15,2022-09-13 12:57:13
5828,4,"[28, 20, 11, 11]",card,34,2022-09-19 14:50:14
2658,1,"[7, 16, 24]",cash,30,2022-08-23 17:37:16
3849,4,[17],cash,3,2022-09-02 18:05:15
4682,6,"[2, 13]",card,11,2022-09-09 19:22:49
5967,3,"[4, 19]",meal_ticket,10,2022-09-20 18:15:16
1842,6,[2],cheque,8,2022-08-16 18:27:31
2049,2,"[26, 13]",cash,15,2022-08-18 13:34:26
2021,5,[11],meal_ticket,6,2022-08-18 10:03:57
4883,5,[23],cash,10,2022-09-11 14:00:19
5687,2,"[5, 16]",meal_ticket,18,2022-09-18 11:48:21
4831,1,[3],cash,4,2022-09-10 23:41:33
3585,7,"[27, 13, 24]",cheque,26,2022-08-31 14:36:31
5620,4,"[13, 19]",card,10,2022-09-17 19:07:15
5566,7,"[14, 16, 19]",card,20,2022-09-17 11:37:20
6719,6,"[3, 4, 17]",card,10,2022-09-26 23:26:12
4799,7,"[13, 2, 13, 4]",meal_ticket,17,2022-09-10 19:02:02
4571,2,"[21, 19, 25, 18]",cheque,28,2022-09-08 20:56:26
5149,6,"[4, 2, 13, 17]",meal_ticket,17,2022-09-13 19:39:59
1706,5,"[4, 14, 11]",cash,16,2022-08-15 15:29:08
1463,3,"[3, 13, 10, 28]",cash,28,2022-08-13 14:14:49
4254,1,"[4, 3, 17, 13]",cash,13,2022-09-06 05:56:24
3933,6,[6],cash,12,2022-09-03 13:24:35
6338,5,"[16, 19, 16, 17]",cash,22,2022-09-23 20:56:01
6175,6,"[8, 2, 21, 9]",cheque,34,2022-09-22 13:41:12
6420,5,"[5, 19, 16, 4]",card,28,2022-09-24 14:30:03
2941,5,[5],card,12,2022-08-25 22:52:11
559,2,[3],cheque,4,2022-08-05 20:12:05
6005,7,[2],card,8,2022-09-20 22:41:36
4338,6,"[19, 15, 11, 2]",cash,31,2022-09-06 20:03:49
2603,5,"[11, 1]",cheque,12,2022-08-23 06:22:17
7043,5,"[3, 3]",meal_ticket,8,2022-09-29 19:59:47
411,2,"[10, 13, 13]",meal_ticket,13,2022-08-04 16:05:01
5289,5,"[14, 16, 11]",cheque,19,2022-09-14 21:02:39
215,7,"[18, 2]",cash,14,2022-08-02 21:44:12
586,4,"[8, 3, 15, 2]",meal_ticket,33,2022-08-05 23:02:25
3631,3,"[9, 20, 26, 13]",meal_ticket,33,2022-08-31 20:52:19
2670,5,"[4, 13, 13]",cash,9,2022-08-23 19:10:38
4857,5,[21],card,5,2022-09-11 11:35:53
2444,2,"[13, 14, 20, 8]",card,29,2022-08-21 20:39:22
5363,4,"[9, 20, 19, 4]",meal_ticket,28,2022-09-15 15:35:11
3210,5,"[21, 1, 28, 14]",card,32,2022-08-28 11:49:09
281,6,[14],cash,7,2022-08-03 14:25:15
4268,1,[1],cash,6,2022-09-06 11:55:39
5729,3,"[13, 3]",meal_ticket,7,2022-09-18 18:12:58
3393,5,"[10, 7, 20]",cash,28,2022-08-29 20:33:58
1856,6,[4],cheque,3,2022-08-16 20:39:27
4482,5,"[4, 4, 4]",card,9,2022-09-07 23:48:11
5206,3,"[10, 10, 18, 21]",cash,25,2022-09-14 09:14:40
1968,5,"[17, 16, 17, 19]",card,19,2022-08-17 19:02:22
4072,7,"[14, 21, 11, 3]",meal_ticket,22,2022-09-04 16:15:11
5714,1,"[18, 4, 5, 8]",cash,32,2022-09-18 14:27:29
1126,6,"[4, 19, 18]",meal_ticket,16,2022-08-10 17:03:44
2429,2,[13],card,3,2022-08-21 18:30:18
4822,7,"[10, 9]",card,17,2022-09-10 22:22:36
6157,7,"[11, 21, 8, 14]",meal_ticket,29,2022-09-22 11:26:54
3724,4,"[20, 8]",cheque,19,2022-09-01 18:11:08
920,5,[11],meal_ticket,6,2022-08-08 21:57:36
5009,1,[1],cash,6,2022-09-12 15:00:34
4329,5,"[4, 2, 13]",cheque,14,2022-09-06 19:33:30
414,5,[6],cheque,12,2022-08-04 16:35:13
6822,7,"[1, 18, 23]",card,22,2022-09-27 21:11:47
6349,3,"[24, 21]",meal_ticket,16,2022-09-23 21:20:48
1068,2,"[3, 13]",card,7,2022-08-10 05:26:18
780,3,"[13, 17, 3, 13]",card,13,2022-08-07 18:08:58
334,6,"[19, 14]",cheque,14,2022-08-03 21:04:33
3998,6,"[10, 8, 3, 7]",cash,35,2022-09-03 22:05:20
6647,7,"[14, 13, 14]",cash,17,2022-09-26 13:11:28
4297,3,"[16, 28, 2]",card,28,2022-09-06 14:53:21
1253,3,"[3, 13, 16]",meal_ticket,13,2022-08-11 18:05:44
2593,7,"[1, 11, 13, 3]",cheque,19,2022-08-22 23:42:16
5841,3,[1],meal_ticket,6,2022-09-19 16:14:13
5995,3,"[14, 28, 18]",cash,27,2022-09-20 21:59:51
3452,2,[17],cheque,3,2022-08-30 12:10:24
4713,6,"[13, 4, 13, 4]",meal_ticket,12,2022-09-09 23:07:55
6252,5,"[19, 4]",cheque,10,2022-09-22 23:45:42
441,7,[16],cheque,6,2022-08-04 20:21:37
1214,6,"[14, 7]",cheque,20,2022-08-11 12:11:07
7183,5,"[28, 26, 16]",cheque,32,2022-09-30 22:17:24
5771,6,"[24, 19]",card,18,2022-09-18 22:27:00
3512,7,[17],card,3,2022-08-30 20:05:54
2209,6,"[16, 4]",cash,9,2022-08-19 20:01:18
2221,2,"[2, 14, 16]",cheque,21,2022-08-19 21:42:12
5048,7,"[16, 17, 5, 10]",cash,28,2022-09-12 21:17:33
868,2,[7],card,13,2022-08-08 13:45:49
6518,6,[10],cheque,7,2022-09-25 12:09:36
2811,4,"[1, 16]",cash,12,2022-08-24 21:04:56
7061,5,"[13, 5, 20, 3]",card,27,2022-09-29 21:14:40
1339,6,[18],card,6,2022-08-12 13:11:19
3576,4,"[15, 17]",card,13,2022-08-31 13:53:31
3352,6,[29],card,9,2022-08-29 14:29:21
3068,2,[4],meal_ticket,3,2022-08-26 23:42:49
4026,7,"[2, 18, 3]",cash,18,2022-09-04 09:06:37
5572,5,"[24, 16]",meal_ticket,17,2022-09-17 12:12:39
4948,6,"[13, 1, 4]",meal_ticket,12,2022-09-11 23:39:34
3374,7,"[3, 14, 4]",card,14,2022-08-29 18:34:49
129,5,"[14, 2]",meal_ticket,15,2022-08-02 08:34:38
804,6,"[7, 20, 20]",cash,29,2022-08-07 21:34:37
2389,3,[1],meal_ticket,6,2022-08-21 12:22:47
1273,7,"[26, 13, 20, 10]",card,30,2022-08-11 21:37:46
3344,7,"[23, 17, 16, 3]",meal_ticket,23,2022-08-29 13:51:54
3745,1,"[28, 17]",cash,17,2022-09-01 20:17:40
2624,4,"[23, 14]",meal_ticket,17,2022-08-23 12:45:29
5584,7,"[9, 9, 16]",cash,26,2022-09-17 13:32:06
90,4,"[11, 21]",cash,11,2022-08-01 20:24:45
4880,4,"[1, 3]",card,10,2022-09-11 13:02:53
647,3,"[2, 9]",cash,18,2022-08-06 16:14:19
6346,6,"[19, 29, 19, 2]",card,31,2022-09-23 21:05:38
1747,4,"[14, 16, 21, 11]",cheque,24,2022-08-15 21:19:48
6537,5,"[2, 14]",meal_ticket,15,2022-09-25 14:24:09
1605,3,"[4, 4, 13, 2]",meal_ticket,17,2022-08-14 18:58:44
2345,1,"[29, 3, 14]",cash,20,2022-08-20 22:37:41
6000,5,[3],cheque,4,2022-09-20 21:32:26
3157,1,[1],cash,6,2022-08-27 20:44:45
2633,2,"[11, 19]",card,13,2022-08-23 13:54:11
1970,6,"[16, 14]",cheque,13,2022-08-17 19:33:25
1103,7,"[8, 8, 1]",cheque,28,2022-08-10 13:56:16
6792,1,"[3, 17, 3, 2]",cash,19,2022-09-27 18:16:47
7009,6,"[25, 12, 21, 10]",cheque,32,2022-09-29 14:26:19
3763,3,[18],card,6,2022-09-01 22:59:03
7006,2,"[4, 12, 3]",cash,17,2022-09-29 14:58:00
997,5,"[11, 4, 3, 16]",meal_ticket,19,2022-08-09 15:24:24
4415,6,[13],card,3,2022-09-07 14:52:44
5503,6,"[20, 1]",cheque,14,2022-09-16 19:48:54
6200,4,"[11, 12, 20]",cheque,24,2022-09-22 17:41:08
6541,3,[1],cheque,6,2022-09-25 14:08:21
6833,3,"[11, 10, 18]",cash,19,2022-09-27 22:42:14
3234,3,"[20, 19, 22, 13]",cheque,32,2022-08-28 14:34:15
1484,2,"[3, 17, 2, 17]",card,18,2022-08-13 18:30:05
1026,4,"[2, 3, 4, 21]",cheque,20,2022-08-09 19:15:36
5478,6,"[20, 12, 19]",card,25,2022-09-16 14:31:57
3592,5,[29],cheque,9,2022-08-31 14:22:52
5598,6,"[20, 28, 3, 27]",cheque,38,2022-09-17 14:03:50
6080,6,"[14, 20]",cash,15,2022-09-21 17:41:05
1863,2,"[20, 16, 20, 4]",card,25,2022-08-16 21:52:44
4547,6,"[10, 14, 9, 15]",meal_ticket,34,2022-09-08 17:36:58
4421,5,"[3, 3]",card,8,2022-09-07 15:18:09
2220,3,[19],cheque,7,2022-08-19 21:23:31
4231,7,"[13, 6, 28, 13]",meal_ticket,32,2022-09-05 22:17:29
2777,2,"[11, 14, 21]",card,18,2022-08-24 17:29:03
2556,6,"[17, 17, 4]",cash,9,2022-08-22 19:19:26
3486,4,"[10, 10]",meal_ticket,14,2022-08-30 17:19:14
3971,7,"[9, 3, 24, 17]",cheque,28,2022-09-03 19:28:53
1823,3,"[17, 18, 13, 1]",cash,18,2022-08-16 15:26:08
413,3,[6],meal_ticket,12,2022-08-04 16:49:07
1936,3,"[11, 16]",meal_ticket,12,2022-08-17 14:35:22
2997,3,[16],card,6,2022-08-26 14:10:17
4092,2,"[2, 3, 3]",meal_ticket,16,2022-09-04 19:08:35
829,7,"[4, 2, 2, 17]",cash,22,2022-08-08 02:37:42
1266,6,[21],card,5,2022-08-11 20:37:43
3030,1,"[3, 16, 14]",cash,17,2022-08-26 19:45:31
1876,5,"[7, 16, 3]",card,23,2022-08-16 22:54:20
3737,6,[4],cash,3,2022-09-01 19:14:14
2333,4,[14],cheque,7,2022-08-20 20:54:42
488,2,[19],cash,7,2022-08-05 10:13:33
203,5,"[16, 28]",cash,20,2022-08-02 20:37:38
1586,3,"[13, 16]",cash,9,2022-08-14 14:42:15
6780,5,"[17, 18, 13]",cash,12,2022-09-27 15:25:48
545,5,"[16, 4, 13, 11]",meal_ticket,18,2022-08-05 18:06:36
3828,6,"[11, 23]",cheque,16,2022-09-02 14:15:03
7059,7,"[14, 3, 1]",cheque,17,2022-09-29 21:50:58
178,3,"[14, 18, 20]",card,21,2022-08-02 16:06:20
1674,1,"[4, 25, 20, 20]",cash,29,2022-08-15 11:45:47
6291,6,"[8, 17]",meal_ticket,14,2022-09-23 13:05:48
6312,6,"[28, 12, 1, 3]",cheque,34,2022-09-23 16:50:10
2819,3,"[7, 1, 10, 1]",cash,32,2022-08-24 22:14:55
2408,1,"[19, 21, 14]",cash,19,2022-08-21 14:55:57
1417,5,"[2, 4]",cheque,11,2022-08-13 00:14:38
673,6,"[8, 19, 19]",meal_ticket,25,2022-08-06 20:51:27
485,6,[17],cash,3,2022-08-05 09:50:35
5923,2,"[24, 20, 11, 27]",card,37,2022-09-20 11:46:05
3219,2,"[16, 20, 10]",card,21,2022-08-28 12:44:51
6296,7,"[20, 1, 3]",cash,18,2022-09-23 13:05:58
3087,7,[14],meal_ticket,7,2022-08-27 11:01:46
5919,6,"[12, 26, 17]",cheque,25,2022-09-20 11:57:55
611,2,[19],cash,7,2022-08-06 11:14:38
3854,6,"[4, 13, 4]",meal_ticket,9,2022-09-02 19:42:05
2809,5,"[13, 16, 2, 18]",card,23,2022-08-24 21:35:08
3256,7,[17],cheque,3,2022-08-28 18:24:13
3241,4,[24],card,11,2022-08-28 15:58:47
6038,6,"[24, 20, 16]",card,25,2022-09-21 11:30:28
1599,6,[17],meal_ticket,3,2022-08-14 18:16:20
1553,1,"[20, 17]",cash,11,2022-08-14 11:27:30
5387,7,"[2, 3, 13]",card,15,2022-09-15 19:38:37
5142,5,"[4, 13, 4, 17]",card,12,2022-09-13 18:19:17
331,4,"[19, 24, 16, 23]",meal_ticket,34,2022-08-03 21:28:18
6002,1,[15],cash,10,2022-09-20 22:50:37
6204,6,"[2, 20, 17]",cash,19,2022-09-22 18:58:21
3299,5,[17],card,3,2022-08-28 23:46:37
555,4,"[22, 17]",cash,17,2022-08-05 20:00:20
1435,6,"[19, 9, 1, 11]",meal_ticket,29,2022-08-13 11:04:57
5086,7,[13],cheque,3,2022-09-13 08:16:07
4244,7,"[17, 17, 4, 17]",cheque,12,2022-09-05 23:46:01
4692,7,"[16, 16, 20, 20]",cash,28,2022-09-09 20:30:17
2119,7,[13],card,3,2022-08-18 23:57:23
4344,3,[28],meal_ticket,14,2022-09-06 21:53:38
5411,6,"[3, 20, 21]",meal_ticket,17,2022-09-15 22:32:50
2700,3,"[20, 27]",cash,20,2022-08-23 22:14:48
3330,5,"[29, 15, 21, 7]",cash,37,2022-08-29 12:26:01
6602,6,"[17, 13, 13]",cheque,9,2022-09-25 23:49:40
2156,7,"[8, 18, 5]",cash,29,2022-08-19 12:40:29
2615,2,"[22, 1, 28, 26]",meal_ticket,46,2022-08-23 11:14:01
2304,6,"[5, 21, 22, 1]",meal_ticket,37,2022-08-20 17:44:28
5024,4,"[14, 2, 13]",card,18,2022-09-12 18:15:47
630,1,[23],cash,10,2022-08-06 13:58:11
1862,6,"[16, 29, 3]",cash,19,2022-08-16 21:14:50
3659,3,[3],card,4,2022-09-01 00:50:23
5661,2,"[3, 3, 4, 4]",cash,14,2022-09-17 23:39:31
7173,6,"[19, 21]",meal_ticket,12,2022-09-30 21:22:30
329,4,"[17, 28, 17]",cash,20,2022-08-03 21:40:09
3011,2,"[25, 16]",cash,16,2022-08-26 17:17:27
6435,6,"[16, 18, 4]",card,15,2022-09-24 17:03:03
2074,1,[11],cash,6,2022-08-18 18:50:37
5807,3,"[18, 14, 12, 21]",card,28,2022-09-19 11:01:45
4728,2,[1],meal_ticket,6,2022-09-10 06:14:28
5724,3,"[21, 18]",meal_ticket,11,2022-09-18 16:17:27
4531,2,[15],cheque,10,2022-09-08 14:41:58
4629,4,"[15, 24, 14, 14]",cheque,35,2022-09-09 12:40:25
4804,7,"[8, 14, 3, 21]",card,27,2022-09-10 20:20:17
2974,5,"[16, 8, 18, 8]",card,34,2022-08-26 11:23:42
4763,4,"[17, 20]",cheque,11,2022-09-10 13:47:21
3837,4,"[13, 20]",cash,11,2022-09-02 17:05:20
5680,2,"[4, 16, 17]",cheque,12,2022-09-18 10:48:59
6566,7,"[14, 2]",meal_ticket,15,2022-09-25 19:13:20
3672,6,"[10, 1]",meal_ticket,13,2022-09-01 09:41:54
2053,3,[15],cash,10,2022-08-18 14:56:39
2026,4,"[12, 14]",cheque,17,2022-08-18 11:52:23
3934,3,"[14, 28]",cheque,21,2022-09-03 13:02:24
1718,1,[2],cash,8,2022-08-15 18:37:09
42,3,[14],cash,7,2022-08-01 13:09:34
6893,6,"[21, 14, 16]",cash,18,2022-09-28 14:06:48
5592,6,"[4, 22]",meal_ticket,17,2022-09-17 14:42:49
5722,6,[18],cash,6,2022-09-18 16:09:45
5882,2,"[1, 19]",cash,13,2022-09-19 21:44:16
6994,6,"[20, 14, 19, 7]",meal_ticket,35,2022-09-29 12:03:53
260,5,[17],cheque,3,2022-08-03 11:53:15
186,4,[17],cash,3,2022-08-02 18:53:19
5181,2,[28],cash,14,2022-09-13 22:34:51
92,4,"[21, 12]",meal_ticket,15,2022-08-01 21:37:23
4229,7,"[1, 29, 23]",cheque,25,2022-09-05 21:06:33
2141,7,"[27, 19]",cheque,19,2022-08-19 11:13:09
6319,3,"[3, 2, 17]",cash,15,2022-09-23 18:12:45
5460,1,"[16, 18, 16]",cash,18,2022-09-16 12:48:31
5280,7,"[5, 27, 20]",cheque,32,2022-09-14 20:21:45
2686,1,"[14, 18]",cash,13,2022-08-23 20:12:24
3638,1,"[29, 8, 13, 12]",cash,33,2022-08-31 21:05:54
1725,1,"[4, 4, 17, 13]",cash,12,2022-08-15 18:50:02
1682,6,"[19, 14]",cheque,14,2022-08-15 12:09:23
4752,6,"[20, 14, 14, 27]",cash,34,2022-09-10 12:31:41
1577,4,"[6, 18]",cash,18,2022-08-14 13:51:08
4189,7,"[11, 3]",meal_ticket,10,2022-09-05 16:36:30
6001,1,"[6, 21]",cash,17,2022-09-20 22:06:56
1772,6,[17],meal_ticket,3,2022-08-16 01:24:45
6702,7,"[21, 21, 5, 11]",meal_ticket,28,2022-09-26 21:37:11
6166,1,"[6, 28, 28]",cash,40,2022-09-22 12:53:26
5121,2,"[18, 1]",card,12,2022-09-13 14:07:03
5940,5,[21],cash,5,2022-09-20 13:35:20
4389,2,"[16, 16, 4]",meal_ticket,15,2022-09-07 11:38:30
6915,6,"[4, 3, 4, 17]",cash,13,2022-09-28 18:30:51
2006,3,"[2, 16, 13]",cash,17,2022-08-17 23:46:27
551,7,"[13, 13]",cheque,6,2022-08-05 19:04:15
4879,3,"[18, 11, 19]",cheque,19,2022-09-11 13:57:32
1168,2,"[16, 16]",cheque,12,2022-08-10 22:15:01
888,4,"[20, 19, 4]",cheque,18,2022-08-08 17:11:25
2449,5,"[1, 17, 20, 29]",card,26,2022-08-21 20:15:26
3260,6,[13],cash,3,2022-08-28 19:57:57
5726,2,[13],meal_ticket,3,2022-09-18 17:51:44
3107,7,[1],cash,6,2022-08-27 13:09:46
1763,3,"[17, 7, 17]",card,19,2022-08-15 23:03:33
696,4,"[3, 28, 16]",cash,24,2022-08-06 22:54:08
3331,7,"[20, 21, 1, 6]",card,31,2022-08-29 12:21:08
4294,6,"[20, 20, 16]",card,22,2022-09-06 14:34:26
2458,4,"[14, 3, 14]",cash,18,2022-08-21 21:08:48
2004,5,"[2, 3]",card,12,2022-08-17 23:25:03
1873,3,[21],cheque,5,2022-08-16 22:53:35
4248,7,"[4, 4, 3, 17]",cheque,13,2022-09-05 23:51:22
3723,2,"[3, 2, 3]",card,16,2022-09-01 18:00:59
2466,6,[13],meal_ticket,3,2022-08-21 22:28:55
